시설명,담당구,주차가능면,주소,위도,경도,시설분류,세부분류
119주차장(민영),강남구,19,강남구 삼성동 149-0,37.51194707,127.05540895,주차장,민영주차장
8 Seconds주차장,강남구,7,강남구 신사동 535-12 ,37.5193602,127.02288875,주차장,공영주차장
A Tower 주차장,강남구,31,강남구 역삼동 822-1,37.49866878,127.02852692,주차장,공영주차장
C&H빌딩주차장,강남구,132,강남구 삼성동 154-8 ,37.50989576,127.05753702,주차장,공영주차장
CBA 주차장,강남구,65,강남구 신사동 612-1 ,37.526688,127.029865,주차장,공영주차장
CNNBiz강남교육센터 주차장,강남구,20,강남구 역삼동 619-16,37.50147266,127.02700333,주차장,공영주차장
DS 디에스 유료주차장(민영),강남구,20,강남구 신사동 662-12,37.52695056,127.03887118,주차장,민영주차장
ES타워 주차장,강남구,23,강남구 논현동 201-12,37.50518956,127.02572644,주차장,공영주차장
GE타워 부설주차장,강남구,102,강남구 청담동 71-3 ,37.52141593,127.05573337,주차장,공영주차장
GS타임즈 삼성동3(민영),강남구,8,강남구 삼성동 161-10,37.5141655,127.06303604,주차장,민영주차장
GS타임즈 삼성역 주차장(민영),강남구,21,강남구 대치동 995-28,37.50849093,127.06461835,주차장,민영주차장
GS타임즈 영동프라자 주차장,강남구,121,강남구 논현동 140-0,37.50994959,127.02369409,주차장,공영주차장
GS타임즈 헤리츠컨벤션 주차장,강남구,172,강남구 논현동 215-0,37.5132601,127.03147711,주차장,공영주차장
GS타임즈대치동주차장(민영),강남구,63,강남구 대치동 623 ,37.49361284,127.05972238,주차장,민영주차장
HK빌딩 주차장,강남구,34,강남구 논현동 199-2,37.50566321,127.02453198,주차장,공영주차장
JBK타워 주차장,강남구,38,강남구 삼성동 108-6,37.51504294,127.06315005,주차장,공영주차장
KT&G타워 주차장,강남구,713,강남구 대치동 1002-0,37.50657206,127.06537356,주차장,공영주차장
KT선릉타워,강남구,157,강남구 대치동 890-20 ,37.50527179,127.05289807,주차장,공영주차장
LIG강남타워 부설주차장,강남구,106,강남구 역삼동 649-11 ,37.49919933,127.03028101,주차장,공영주차장
LS빌딩 주차장,강남구,25,강남구 논현동 144-8,37.50908591,127.02347073,주차장,공영주차장
MG타워 주차장,강남구,30,강남구 신사동 512-9,37.51795989,127.02130904,주차장,공영주차장
NJ빌딩 부설주차장,강남구,137,강남구 신사동 602-0 ,37.52431586,127.02944087,주차장,공영주차장
PCA라이프타워 부설주차장,강남구,81,강남구 역삼동 706-0 ,37.50239421,127.04347923,주차장,공영주차장
SI타워 부설주차장,강남구,515,강남구 역삼동 679-4 ,37.50159648,127.03774863,주차장,공영주차장
SK허브블루 지하주차장,강남구,134,강남구 논현동 241-3,37.51669181,127.04061719,주차장,공영주차장
Y&K빌딩 주차장,강남구,9,강남구 논현동 111-20,37.51890758,127.04042574,주차장,공영주차장
YBM강남센터빌딩 부설주차장,강남구,99,강남구 역삼동 820-8 ,37.49922932,127.02759009,주차장,공영주차장
강남 24시 주차장(민영),강남구,16,강남구 역삼동 621-4,37.50210949,127.02833695,주차장,민영주차장
강남 8258빌딩 주차장,강남구,37,강남구 역삼동 825-8,37.49652258,127.02872249,주차장,공영주차장
강남N타워 주차장,강남구,197,강남구 역삼동 648-9 ,37.500036,127.03217,주차장,공영주차장
강남POBA타워,강남구,181,강남구 논현동 119-0 ,37.51744414,127.04066894,주차장,공영주차장
강남구 민자유치 논현1호주차장(민영),강남구,100,강남구 논현동 123-11,37.5107062,127.02461448,주차장,민영주차장
강남구 민자유치 논현2호주차장(민영),강남구,87,강남구 논현동 127-14,37.51223489,127.02856999,주차장,민영주차장
강남구 민자유치 논현3호 주차장(민영),강남구,214,강남구 논현동 117-7,37.5169618,127.03858159,주차장,민영주차장
강남구 민자유치 대치주차장(민영),강남구,84,강남구 대치동 962-23,37.50184688,127.05973429,주차장,민영주차장
강남구 민자유치 청담주차장(민영),강남구,84,강남구 청담동 49-3,37.52371281,127.0486412,주차장,민영주차장
강남구보건소 주차장,강남구,44,강남구 삼성동 8-0,37.51632925,127.04214957,주차장,공영주차장
강남구청,강남구,185,강남구 삼성동 16-1 ,37.5175696,127.04750582,주차장,공영주차장
강남대로150길(구),강남구,7,강남구 논현동 280-1,37.51572378,127.02027738,주차장,공영주차장
강남메이저의원,강남구,26,강남구 대치동 1021-4 ,37.49821726,127.05993813,주차장,공영주차장
강남세브란스병원,강남구,735,강남구 도곡동 146-92 ,37.49263467,127.04660892,주차장,공영주차장
강남센타빌딩,강남구,136,강남구 역삼동 825-13,37.49741337,127.02836525,주차장,공영주차장
강남역 센트럴푸르지오시티 주차장,강남구,398,강남구 역삼동 825-20,37.49773156,127.0293135,주차장,공영주차장
강남유료주차장(민영),강남구,20,강남구 개포동 1238-5,37.47836529,127.04604616,주차장,민영주차장
강남주차장(민영),강남구,30,강남구 역삼동 828-32,37.49688511,127.0338903,주차장,민영주차장
강남주차장(민영),강남구,16,강남구 논현동 65-1,37.51918891,127.02976119,주차장,민영주차장
강남중앙침례교회교육관주차장(민영),강남구,24,강남구 논현동 243,37.51538558,127.03910977,주차장,민영주차장
강남차병원,강남구,173,강남구 역삼동 650-9 ,37.50691019,127.03450422,주차장,공영주차장
강남출판문화회관 주차장,강남구,47,강남구 신사동 506-0,37.52074054,127.01942754,주차장,공영주차장
강남치매지원센터 공영주차장(구),강남구,115,강남구 삼성동 113-26,37.5102479,127.04645828,주차장,공영주차장
강남한티주차장(민영),강남구,25,강남구 역삼동 765-16,,,주차장,민영주차장
강림빌딩 주차장,강남구,20,강남구 역삼동 618-8,37.50326124,127.02825804,주차장,공영주차장
개포동공원 공영주차장(구),강남구,149,강남구 개포동 183-2,37.48949036,127.06623841,주차장,공영주차장
개포주공5단지북측(구),강남구,64,강남구 개포동 186-6,37.48871692,127.06844945,주차장,공영주차장
거평타운오피스텔 주차장,강남구,271,강남구 논현동 203-1,37.50589289,127.02824083,주차장,공영주차장
건설회관 주차장,강남구,437,강남구 논현동 71-2,37.51734694,127.03412224,주차장,공영주차장
건우빌딩 주차장,강남구,21,강남구 논현동 120-0,37.51105105,127.02191056,주차장,공영주차장
경복빌 주차장,강남구,20,강남구 논현동 242-38,37.51520646,127.04071493,주차장,공영주차장
고향주차장(민영),강남구,9,강남구 논현동 238-7,37.51513285,127.03633165,주차장,민영주차장
공유) 151-100(구),강남구,20,강남구 삼성동 111-57,37.51904859,127.05668114,주차장,공영주차장
광림교회 사회봉사관 주차장,강남구,686,강남구 신사동 568-2 ,37.52388961,127.02516803,주차장,공영주차장
구룡산제1호(구),강남구,92,강남구 개포동 567-23,37.47791276,127.06605468,주차장,공영주차장
구룡산제2호(구),강남구,132,강남구 개포동 126-2,37.47725982,127.06647741,주차장,공영주차장
구정빌딩 주차장,강남구,24,강남구 신사동 577-7,37.52527676,127.02738706,주차장,공영주차장
국기원유료주차장(민영),강남구,41,강남구 역삼동 624-25,37.50330997,127.03114276,주차장,민영주차장
국제음악예술대학 주차장,강남구,6,강남구 논현동 79-0,37.51693163,127.03100869,주차장,공영주차장
군인공제회 회관 부설주차장,강남구,656,강남구 도곡동 467-12 ,37.48927764,127.05281911,주차장,공영주차장
그레이스타워,강남구,181,강남구 역삼동 648-19 ,37.49977607,127.03219953,주차장,공영주차장
극동 주차장,강남구,20,강남구 논현동 17-5 ,37.514884,127.020459,주차장,공영주차장
글라스타워빌딩 부설주차장,강남구,405,강남구 대치동 946-8 ,37.50812699,127.0628643,주차장,공영주차장
금정주차장(민영),강남구,22,강남구 대치동 943-26,37.50659327,127.05945078,주차장,민영주차장
금하빌딩,강남구,316,강남구 청담동 41-2 ,37.51758242,127.04150244,주차장,공영주차장
금호빌딩 주차장,강남구,16,강남구 신사동 572-2,37.52482646,127.02543919,주차장,공영주차장
기원주차장(민영),강남구,41,강남구 역삼동 624-26,37.50315974,127.03113292,주차장,민영주차장
나무빌딩주차장,강남구,45,강남구 신사동 666-10 ,37.52392908,127.0389981,주차장,공영주차장
남부순환로397길(구),강남구,33,강남구 대치동 600-13,37.49423318,127.0606595,주차장,공영주차장
남서울주차장(민영),강남구,33,강남구 역삼동 721-24,37.50047246,127.04340551,주차장,민영주차장
남양빌딩 주차장,강남구,18,강남구 논현동 122-2,37.51138649,127.02327499,주차장,공영주차장
남해주차장(민영),강남구,54,강남구 삼성동 170-1,37.51132733,127.06566689,주차장,민영주차장
노벨빌딩,강남구,80,강남구 논현동 111-13 ,37.51798511,127.04027951,주차장,공영주차장
논현로131길(구),강남구,22,강남구 논현동 279-99 학동역7번출구윗길,37.514528,127.029968,주차장,공영주차장
논현로22길(시),강남구,97,강남구 개포동 1266-0,37.48150119,127.04781332,주차장,공영주차장
논현로28길(구),강남구,70,강남구 도곡동 524-0,37.48295935,127.0440147,주차장,공영주차장
논현로32길15 공영주차장(구),강남구,16,강남구 도곡동 516-2,37.48430646,127.04341808,주차장,공영주차장
논현웰스톤 주차장,강남구,91,강남구 논현동 108-0,37.51846582,127.0380514,주차장,공영주차장
논현주차장,강남구,3,강남구 논현동 60-3 ,37.51966236,127.02955603,주차장,공영주차장
논현주차장(민영),강남구,20,강남구 논현동 192-9,37.50782855,127.03282772,주차장,민영주차장
논현주차장(민영),강남구,20,강남구 논현동 213-35,37.51336602,127.03295436,주차장,민영주차장
논현주차장(민영),강남구,25,강남구 논현동 64-4,37.51944157,127.03112342,주차장,민영주차장
논현초교 공영주차장(구),강남구,192,강남구 논현동 168-0,37.50822463,127.02626245,주차장,공영주차장
농협은행 신사동금융센터 주차장,강남구,18,강남구 신사동 514-7,37.51772305,127.02196084,주차장,공영주차장
대륭강남타워 부설주차장,강남구,248,강남구 역삼동 826-20 ,37.49533942,127.02957582,주차장,공영주차장
대명주차장(민영),강남구,15,강남구 역삼동 674-14,37.50391775,127.04044607,주차장,민영주차장
대봉주차장(민영),강남구,40,강남구 도곡동 457-0,37.48380108,127.04585971,주차장,민영주차장
대승주차장(민영),강남구,45,강남구 역삼동 756-19,37.49755784,127.05160089,주차장,민영주차장
대신빌딩,강남구,20,강남구 청담동 120-3 ,37.52476632,127.04857168,주차장,공영주차장
대아주차장(민영),강남구,35,강남구 역삼동 627-5,37.50384836,127.03386221,주차장,민영주차장
대연빌딩 주차장,강남구,11,강남구 역삼동 809-12,37.50293606,127.02596,주차장,공영주차장
대영주차장(민영),강남구,13,강남구 대치동 984-12,37.500966,127.066565,주차장,민영주차장
대영주차장(민영),강남구,40,강남구 역삼동 741-0,37.49778214,127.03402408,주차장,민영주차장
대왕초 공영주차장(구),강남구,100,강남구 세곡동 517-0,37.46445115,127.10558271,주차장,공영주차장
대웅빌딩 주차장,강남구,12,강남구 논현동 56-19,37.51279948,127.02597323,주차장,공영주차장
대청역 공영주차장(구),강남구,168,강남구 개포동 13-2,37.49495555,127.07932368,주차장,공영주차장
대치2문화센터 공영주차장(구),강남구,159,강남구 대치동 980-9,37.50227954,127.06420443,주차장,공영주차장
대치동507-3(구),강남구,27,강남구 대치동 507-3,37.49338656,127.06281098,주차장,공영주차장
대치유수지(구),강남구,99,강남구 대치동 78-29,37.50521704,127.06825899,주차장,공영주차장
대호빌딩 주차장,강남구,47,강남구 역삼동 649-14,37.4993204,127.03066202,주차장,공영주차장
더블유타워 주차장(민영),강남구,109,강남구 대치동 952-2,37.505051,127.063488,주차장,민영주차장
덕산빌딩 주차장,강남구,23,강남구 신사동 528-3,37.52292229,127.02059303,주차장,공영주차장
도곡로 327 공영주차장(구),강남구,17,강남구 역삼동 765-22,37.496258,127.05174035,주차장,공영주차장
도곡로 421 공영주차장(구),강남구,27,강남구 대치동 939-21,37.49782255,127.05648634,주차장,공영주차장
도곡로21길 7 공영주차장(구),강남구,75,강남구 역삼동 795-25,37.49250002,127.0388068,주차장,공영주차장
도곡주차장(민영),강남구,7,강남구 도곡동 417-8,37.48502051,127.04481028,주차장,민영주차장
도곡초 공영주차장(구),강남구,200,강남구 대치동 924-10,37.49906096,127.05468508,주차장,공영주차장
도산대로25길 32 공영주차장(구),강남구,26,강남구 신사동 564-0,37.52166886,127.02679454,주차장,공영주차장
도산대로45길(구),강남구,47,강남구 신사동 668-43 도산공원 앞길,37.52376897,127.03546079,주차장,공영주차장
도화타워(구퍼시픽타워) 부설주차장,강남구,191,강남구 대치동 942-1 ,37.50619374,127.05748138,주차장,공영주차장
동방유료주차장(민영),강남구,25,강남구 신사동 562-15,37.52004887,127.02633642,주차장,민영주차장
동부금융센터 부설주차장,강남구,237,강남구 대치동 891-10 ,37.50579336,127.05446506,주차장,공영주차장
동성주차장(민영),강남구,15,강남구 개포동 1163-1,37.47274557,127.05017349,주차장,민영주차장
동신빌딩 부설주차장,강남구,73,강남구 삼성동 141-28 ,37.50549792,127.05045004,주차장,공영주차장
동인빌딩 주차장,강남구,7,강남구 역삼동 826-22,37.4957226,127.02923226,주차장,공영주차장
동일타워 주차장,강남구,351,강남구 대치동 1004-0,37.50708,127.067305,주차장,공영주차장
동해별관 주차장,강남구,4,강남구 논현동 198-18,37.50561073,127.02544025,주차장,공영주차장
동호대교(남) 공영주차장(시),강남구,18,강남구 압구정동 435-0,37.53083735,127.02497327,주차장,공영주차장
두리빌딩 주차장,강남구,10,강남구 신사동 522-10 ,37.52059468,127.02046719,주차장,공영주차장
두산빌딩 주차장,강남구,206,강남구 논현동 105-7,37.51902167,127.03531536,주차장,공영주차장
두원빌딩 주차장,강남구,102,강남구 신사동 503-5,37.51871066,127.0193475,주차장,공영주차장
디마크빌딩 부설주차장,강남구,138,강남구 대치동 1024-0 ,37.49669428,127.05528885,주차장,공영주차장
디자이너빌딩 주차장(민영),강남구,126,강남구 청담동 85-4,37.5246817,127.04009942,주차장,민영주차장
랜드마크타워 주차장,강남구,209,강남구 역삼동 837-36 ,37.49067506,127.03181613,주차장,공영주차장
렉스관광호텔 주차장,강남구,16,강남구 논현동 18-2,37.51437591,127.02055487,주차장,공영주차장
롯데백화점 강남점 주차장,강남구,523,강남구 도곡동 401-0 ,37.496953,127.053346,주차장,공영주차장
롯데시네마 씨티 주차장,강남구,80,강남구 역삼동 816-0,37.50038333,127.02693464,주차장,공영주차장
르 메르디앙 서울 주차장,강남구,360,강남구 역삼동 602-0 ,37.50487221,127.02681379,주차장,공영주차장
리고빌딩 (민영),강남구,10,강남구 논현동 224-21,37.510556,127.035317,주차장,민영주차장
리베라호텔,강남구,282,강남구 청담동 53-7 ,37.52390987,127.05405896,주차장,공영주차장
리츠칼튼호텔 주차장(민영),강남구,26,강남구 역삼동 615-4,37.50447955,127.02776305,주차장,민영주차장
린스퀘어 주차장,강남구,299,강남구 도곡동 467-14,37.48867108,127.05302777,주차장,공영주차장
매봉주차장(민영),강남구,36,강남구 도곡동 457-7,37.483247,127.04638742,주차장,민영주차장
메가시티오피스텔 주차장,강남구,49,강남구 역삼동 824-12,37.49740013,127.03024965,주차장,공영주차장
메디톡스사옥,강남구,84,강남구 대치동 997-4 ,37.50929417,127.06640733,주차장,공영주차장
메리츠 타워 빌딩 부설주차장,강남구,226,강남구 역삼동 825-2 ,37.497252,127.028324,주차장,공영주차장
명동주차장(민영),강남구,37,강남구 청담동 125-8,37.5254754,127.05240087,주차장,민영주차장
명성빌딩 주차장,강남구,8,강남구 논현동 165-3,37.50670851,127.02391719,주차장,공영주차장
미래빌딩 주차장,강남구,32,강남구 논현동 87-2,37.51465714,127.03096329,주차장,공영주차장
미래주차장(민영),강남구,13,강남구 역삼동 678-20,37.502258,127.038588,주차장,민영주차장
미림타워 주차장,강남구,95,강남구 역삼동 825-22,37.49737112,127.02976218,주차장,공영주차장
미성빌딩 주차장,강남구,69,강남구 논현동 115-7,37.51628437,127.03694236,주차장,공영주차장
민 강남클리닉 주차장,강남구,31,강남구 논현동 55-3,37.51228672,127.02433887,주차장,공영주차장
발트주차장(민영),강남구,16,강남구 역삼동 651-2,37.507418,127.035548,주차장,민영주차장
밤고개로21길 공영주차장(구),강남구,109,강남구 율현동 77-5,37.47354638,127.11441141,주차장,공영주차장
버거킹주차장(민영),강남구,15,강남구 청담동 85-5,37.524205,127.039812,주차장,민영주차장
벧엘주차장(민영),강남구,15,강남구 역삼동 621-21,37.50179098,127.02819357,주차장,민영주차장
보림빌딩 주차장,강남구,7,강남구 논현동 17-4,37.51518691,127.02031474,주차장,공영주차장
보암빌딩 주차장,강남구,50,강남구 신사동 528-0,37.52251562,127.02004983,주차장,공영주차장
보전빌딩 주차장,강남구,98,강남구 논현동 70-7 ,37.51921658,127.0341048,주차장,공영주차장
봉은주차장(민영),강남구,17,강남구 삼성동 161-18,37.51408846,127.06273757,주차장,민영주차장
붕붕유료주차장(민영),강남구,10,강남구 청담동 87-5,37.52378362,127.0407198,주차장,민영주차장
브이플렉스 주차장,강남구,227,강남구 삼성동 157-27,37.50752506,127.05676928,주차장,공영주차장
블루파킹 길훈빌딩 주차장(민영),강남구,13,강남구 삼성동 169-6,37.510178,127.064394,주차장,민영주차장
블루파킹 삼성2호점 태성주차장(민영),강남구,23,강남구 삼성동 161-1,37.51429392,127.06235972,주차장,민영주차장
비전타워 주차장,강남구,72,강남구 역삼동 826-26,37.49656059,127.02965283,주차장,공영주차장
삼국빌딩 주차장,강남구,31,강남구 신사동 576-10,37.52480635,127.02692394,주차장,공영주차장
삼보 주차장(민영),강남구,25,강남구 논현동 42-11,37.51328,127.025115,주차장,민영주차장
삼성1문화센터 공영주차장(구),강남구,70,강남구 삼성동 161-2,37.51434435,127.0626519,주차장,공영주차장
삼성동나대지주차장(민영),강남구,15,강남구 삼성동 152-60,37.510309,127.056509,주차장,민영주차장
삼성로 별관 공영주차장,강남구,45,강남구 삼성동 66-0,37.5160902,127.05208629,주차장,공영주차장
삼성생명 대치타워 부설주차장,강남구,366,강남구 대치동 891-0 ,37.5054479,127.05361842,주차장,공영주차장
삼성서울병원,강남구,2850,강남구 일원동 50-0 ,37.4885718,127.08653053,주차장,공영주차장
삼성유료주차장(민영),강남구,34,강남구 역삼동 725-28,37.4998621,127.0403171,주차장,민영주차장
삼성유료주차장(민영),강남구,19,강남구 신사동 625-13,37.52409464,127.03090846,주차장,민영주차장
삼성제일빌딩,강남구,302,강남구 역삼동 702-2 ,37.50366625,127.04431496,주차장,공영주차장
삼성제일주차장(민영),강남구,22,강남구 삼성동 143-10,37.50723856,127.05407371,주차장,민영주차장
삼성주차장(민영),강남구,50,강남구 신사동 617-8,37.52844782,127.03300781,주차장,민영주차장
삼성주차장(민영),강남구,20,강남구 삼성동 36-8,37.51164426,127.04450353,주차장,민영주차장
삼성호텔주차장(민영),강남구,87,강남구 역삼동 605-1,37.50608868,127.03210679,주차장,민영주차장
삼양빌딩 주차장,강남구,35,강남구 논현동 120-4,37.51091223,127.02196812,주차장,공영주차장
삼익 라비돌 빌딩 부설주차장,강남구,47,강남구 역삼동 720-2 ,37.50193499,127.0418419,주차장,공영주차장
삼일프라자 오피스텔 주차장,강남구,373,강남구 역삼동 837-26,37.49078954,127.03253661,주차장,공영주차장
삼정빌딩 부설주차장,강남구,213,강남구 역삼동 701-2 ,37.50316036,127.0431485,주차장,공영주차장
삼풍유료주차장(민영),강남구,30,강남구 역삼동 725-31,37.49971537,127.04063165,주차장,민영주차장
삼흥빌딩 주차장,강남구,230,강남구 역삼동 705-11 ,37.504493,127.047735,주차장,공영주차장
서림빌딩 주차장,강남구,113,강남구 역삼동 649-10 ,37.49908229,127.0299024,주차장,공영주차장
서우빌딩 주차장,강남구,39,강남구 역삼동 837-0,37.4915874,127.03120611,주차장,공영주차장
선릉로132길(구),강남구,17,강남구 청담동 77-84,37.51825624,127.04305604,주차장,공영주차장
선릉로146길(구),강남구,33,강남구 청담동 77-27,37.52175459,127.04021367,주차장,공영주차장
선일주차장(민영),강남구,16,강남구 역삼동 749-13,37.49529222,127.03576162,주차장,민영주차장
선정릉주차장(민영),강남구,56,강남구 삼성동 133-0,37.50749897,127.04872339,주차장,민영주차장
섬유센터빌딩 주차장,강남구,397,강남구 대치동 944-31,37.50746159,127.06065624,주차장,공영주차장
성현빌딩 주차장,강남구,44,강남구 논현동 19-2,37.51337937,127.02085378,주차장,공영주차장
세곡주차장(민영),강남구,21,강남구 율현동 298-11,37.47181,127.10592412,주차장,민영주차장
세곡주차장(민영),강남구,77,강남구 세곡동 21-5,37.46565375,127.11865805,주차장,민영주차장
세일주차장(민영),강남구,26,강남구 대치동 996-6,37.50896394,127.06563819,주차장,민영주차장
세진주차장(민영),강남구,8,강남구 신사동 536-20,37.51870398,127.02300789,주차장,민영주차장
센터필드 주차장,강남구,889,강남구 역삼동 676-0 ,37.50351,127.041761,주차장,공영주차장
송민빌딩 주차장,강남구,32,강남구 역삼동 826-28,37.4965192,127.03008779,주차장,공영주차장
송암빌딩 주차장,강남구,30,강남구 논현동 84-0,37.51670412,127.03484062,주차장,공영주차장
수서역남 공영주차장(시),강남구,80,강남구 수서동 727-0,37.4868589,127.10111465,주차장,공영주차장
수서역북 공영주차장(시),강남구,569,강남구 수서동 735-0,37.48801285,127.09994995,주차장,공영주차장
슈페리어타워,강남구,62,강남구 대치동 945-5,37.5081368,127.06193191,주차장,공영주차장
승리주차장(민영),강남구,15,강남구 개포동 1222-2,37.47645269,127.04822118,주차장,민영주차장
승영주차장(민영),강남구,10,강남구 신사동 515-0,37.51809641,127.02160854,주차장,민영주차장
시온주차장(민영),강남구,16,강남구 신사동 636-17,,,주차장,민영주차장
신구초 공영주차장(구),강남구,185,강남구 신사동 550-11,37.52309456,127.02429256,주차장,공영주차장
신사동 529 주차장(민영),강남구,11,강남구 신사동 529-5,37.52313,127.021481,주차장,민영주차장
신설주차장(민영),강남구,15,강남구 개포동 1176-3,37.47390263,127.05276764,주차장,민영주차장
신안빌딩 주차장,강남구,270,강남구 대치동 943-19 ,37.50730728,127.05927792,주차장,공영주차장
신영빌딩 부설주차장,강남구,293,강남구 청담동 68-5 ,37.52293411,127.0546954,주차장,공영주차장
신일빌딩 부설주차장,강남구,62,강남구 삼성동 143-39 ,37.5062818,127.05338944,주차장,공영주차장
씨티타워 주차장,강남구,11,강남구 역삼동 817-23,37.50038273,127.02847596,주차장,공영주차장
아남빌딩주차장,강남구,55,강남구 삼성동 91-31 ,37.5153942,127.06014314,주차장,공영주차장
아마노코리아 청담 주차장,강남구,11,강남구 청담동 99-11,37.52533366,127.04608003,주차장,공영주차장
아워홈 역삼빌딩 주차장,강남구,40,강남구 역삼동 830-24,37.49393049,127.0320656,주차장,공영주차장
아이캐슬빌딩 주차장,강남구,67,강남구 논현동 86-1,37.51528755,127.03075746,주차장,공영주차장
아이파크타워 부설주차장,강남구,111,강남구 삼성동 160-0 ,37.5137388,127.06111027,주차장,공영주차장
아주빌딩,강남구,158,강남구 역삼동 679-5 ,37.50132185,127.0371858,주차장,공영주차장
알 파킹 주차장(민영),강남구,130,강남구 세곡동 613,37.46637237,127.10017118,주차장,민영주차장
압구정 428 공영주차장(구),강남구,344,강남구 압구정동 428-0,37.52701729,127.02647115,주차장,공영주차장
압구정고가1 공영주차장(시),강남구,19,강남구 신사동 668-0,37.52591869,127.0284366,주차장,공영주차장
압구정고가2 공영주차장(시),강남구,19,강남구 신사동 668-0,37.525512,127.028435,주차장,공영주차장
압구정로29길(구),강남구,140,강남구 압구정동 453-0,37.5284085147057,127.028328808823,주차장,공영주차장
압구정빌딩 부설주차장,강남구,160,강남구 신사동 599-0 ,37.52425448,127.02878261,주차장,공영주차장
압구정주차장(민영),강남구,14,강남구 압구정동 664-23,37.526773,127.039621,주차장,민영주차장
어반하이브빌딩 주차장,강남구,52,강남구 논현동 200-7,37.50490523,127.02479662,주차장,공영주차장
어제오늘와이앤티성형외과의원 주차장,강남구,30,강남구 논현동 159-3,37.50957252,127.02583944,주차장,공영주차장
언북초교 공영주차장(구),강남구,225,강남구 청담동 27-0,37.51999434,127.04565885,주차장,공영주차장
언주로147길(구),강남구,17,강남구 논현동 279-22 언북중학교 뒷길,37.51981731,127.03334506,주차장,공영주차장
언주로171길(구),강남구,29,강남구 신사동 668-11,37.52759031,127.03223821,주차장,공영주차장
언주초 공영주차장(구),강남구,191,강남구 도곡동 922-0,37.48664435,127.03705039,주차장,공영주차장
에스코빌딩 주차장,강남구,54,강남구 역삼동 649-5,37.49962891,127.03053104,주차장,공영주차장
엠 파킹(민영),강남구,19,강남구 논현동 97-2,,,주차장,민영주차장
역삼1문화센터 공영주차장(구),강남구,118,강남구 역삼동 829-20,37.49534845,127.03323757,주차장,공영주차장
역삼문화공원 공영주차장(구),강남구,59,강남구 역삼동 635-0,37.50229995,127.03006081,주차장,공영주차장
역삼아이타워,강남구,76,강남구 역삼동 707-27 ,37.50352939,127.04707528,주차장,공영주차장
연세주차장(민영),강남구,200,강남구 논현동 7-12,37.51902452,127.02745283,주차장,민영주차장
영동6교밑 공영주차장(시),강남구,39,강남구 대치동 512-1,37.49442284,127.07122855,주차장,공영주차장
영동대로106길(구),강남구,63,강남구 삼성동 172-21,37.51323038,127.06149213,주차장,공영주차장
영동대로85길(구),강남구,95,강남구 대치동 1012-111,37.50610631,127.05925612,주차장,공영주차장
영동대로86길(구),강남구,16,강남구 대치동 1012-22 삼성역 2번출구 아랫길,37.507628,127.064129,주차장,공영주차장
영동대로96길(구),강남구,81,강남구 삼성동 172-63,37.50980477,127.06442531,주차장,공영주차장
영희초교 공영주차장(구),강남구,186,강남구 일원동 617-0,37.49192117,127.08129163,주차장,공영주차장
예작빌딩 주차장,강남구,22,강남구 도곡동 543-4,37.49241647,127.04225439,주차장,공영주차장
오로라빌딩 주차장,강남구,50,강남구 대치동 997-0,37.50930813,127.06594171,주차장,공영주차장
오성빌딩 주차장,강남구,30,강남구 역삼동 831-42 ,37.49389008,127.03134362,주차장,공영주차장
오토웨이타워 주차장,강남구,338,강남구 대치동 948-0,37.50618013,127.06374105,주차장,공영주차장
우진주차장(민영),강남구,20,강남구 역삼동 627-3,37.5040049,127.03364663,주차장,민영주차장
워시존 강남점(민영),강남구,21,강남구 세곡동 606-0,37.46639551,127.09786789,주차장,민영주차장
원수유료주차장(민영),강남구,53,강남구 대치동 980-5,37.50247279,127.06315005,주차장,민영주차장
위워크 선릉3호점 주차장,강남구,73,강남구 대치동 889-41,37.50346366,127.04987204,주차장,공영주차장
위워크 신사점 주차장,강남구,7,강남구 논현동 18-3,37.51419673,127.02060837,주차장,공영주차장
유니언타운 강남 주차장,강남구,10,강남구 역삼동 649-0,37.49963133,127.02960496,주차장,공영주차장
유료주차장(민영),강남구,38,강남구 청담동 83-10,37.52587494,127.04117362,주차장,민영주차장
유성빌딩 주차장,강남구,16,강남구 논현동 165-17,37.50725137,127.02395055,주차장,공영주차장
육인빌딩 주차장,강남구,33,강남구 대치동 996-16,37.50832466,127.06548784,주차장,공영주차장
율암빌딩 주차장,강남구,83,강남구 논현동 127-2,37.51275155,127.02848951,주차장,공영주차장
은마아파트(구),강남구,59,강남구 대치동 316-0,37.49894491,127.0632011,주차장,공영주차장
일원1동(기계식)(구),강남구,68,강남구 일원동 684-8,37.48948769,127.08176548,주차장,공영주차장
일원동맛의거리(구),강남구,27,강남구 일원동 709-9,37.49106548,127.08723441,주차장,공영주차장
일원역 공영주차장(시),강남구,67,강남구 일원동 716-2,37.48468629,127.08408987,주차장,공영주차장
일원터널 공영주차장(시),강남구,11,강남구 일원동 722-1,37.48285728,127.07937197,주차장,공영주차장
일환빌딩,강남구,34,강남구 역삼동 703-5 ,37.50424724,127.04436863,주차장,공영주차장
임마누엘교회 주차장(민영)(민영),강남구,22,강남구 대치동 982-3,37.50229839,127.06482636,주차장,민영주차장
"잠원1, 2, 3, 4, 5, 6주차장",강남구,735,강남구 압구정동 386-0 ,37.5275464,127.01895624,주차장,공영주차장
